지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa)
108,서울,2019-06-16,22,16.1,526,27.2,1619,,,,,,,8.3,290,1553,4.7,320,1852,1.6,1397,50,12,34,1438,55.4,14.1
108,서울,2019-06-17,21.7,18.1,614,26.2,1515,.33,0,,0,,0,7.9,270,1554,4.1,270,1628,2.3,1976,290,13,35,1642,59.1,15
108,서울,2019-06-18,20.8,17,722,24.8,1345,11.33,4.7,637,7.8,559,13.8,7.4,270,1907,4,270,1909,1.5,1299,250,16.7,54,1139,78.6,19
108,서울,2019-06-19,21.4,18.9,428,25.4,1417,2.08,.2,,.2,,.2,7.7,270,2111,4.1,270,2117,1.9,1643,270,17.2,55,1410,77.8,19.6
108,서울,2019-06-20,22.7,19.8,525,27.8,1602,,,,,,,7.7,250,1725,4.2,290,1806,1.9,1609,270,16.7,45,1424,70.6,19
108,서울,2019-06-21,22.1,19.4,220,26.1,1503,.92,.2,,.2,,.2,6.9,290,1707,3.7,270,1626,1.7,1496,290,16.9,55,1451,72.9,19.2
108,서울,2019-06-22,24.2,17.7,501,30.6,1523,,,,,,,6.8,20,1930,2.9,290,1611,1.5,1305,70,9.8,25,1449,42.3,12.1
108,서울,2019-06-23,25,19.1,554,31,1603,,,,,,,8.3,320,1758,4.4,290,1807,1.8,1540,50,10.2,28,1408,40.4,12.5
108,서울,2019-06-24,25.2,20.9,548,30.9,1440,,,,,,,8.1,270,1547,4.1,290,1909,2,1703,270,12.6,28,1303,46.9,14.6
108,서울,2019-06-25,25.6,19.5,517,32.8,1532,,,,,,,7.7,270,1626,4.2,270,1635,1.6,1381,290,13.2,24,1432,49.1,15.3
108,서울,2019-06-26,25.5,20.7,531,29.5,1533,1.67,0,,0,,0,7.9,90,1519,3.1,160,1447,1.3,1088,50,14.9,34,1532,52.6,17
108,서울,2019-06-27,25.5,21.9,525,31.2,1410,3.33,.5,46,1.3,33,1.4,7.1,270,1535,3.5,270,1701,1.4,1230,50,19.3,39,1412,70.5,22.4
108,서울,2019-06-28,24.7,22.3,2357,29,1546,2.75,0,,0,,0,6.8,270,1647,3.8,270,1744,1.7,1505,290,18.1,49,2236,67.3,20.9
108,서울,2019-06-29,23.1,19.6,726,27.7,1639,8.75,.3,418,.5,341,1.5,6.2,160,1416,3.2,160,1410,1.2,1033,50,17.5,44,1610,72,20
108,서울,2019-06-30,23.9,20.9,525,28.5,1248,.17,0,,0,,0,8,180,1625,4.5,200,1500,2.3,1995,200,18.6,47,1147,73.5,21.5
108,서울,2019-07-01,23.9,20.6,417,28.9,1551,,,,,,,8.8,340,1925,5.2,290,1927,2.3,1983,270,16.2,36,1547,64.4,18.5
108,서울,2019-07-02,24.4,20.8,541,30.1,1428,,,,,,,8.3,200,1600,4.3,320,1902,2.3,1966,270,16.4,33,1423,63.5,18.7
108,서울,2019-07-03,24.1,21.2,435,27.4,1140,,,,,,,6.5,270,1755,3.8,270,1906,1.7,1504,290,16.6,46,1728,64.6,19
108,서울,2019-07-04,25.4,20,535,32.8,1426,,,,,,,8.6,270,1453,4.5,270,1500,1.9,1635,290,15.5,27,1352,59.6,17.9
108,서울,2019-07-05,27.6,20.2,448,35,1526,.83,0,,0,,0,7.9,320,1547,4.3,320,1555,1.5,1317,20,12.9,24,1437,42.1,15
108,서울,2019-07-06,29.7,24.6,546,36.1,1535,,,,,,,8.7,160,849,3.9,160,1518,1.7,1426,90,14.2,24,1415,40.9,16.2
108,서울,2019-07-07,26.7,22.7,2350,32.5,1520,,,,,,,7.9,140,1924,3.3,70,1857,2.2,1916,90,12.7,28,1436,43.3,14.7
108,서울,2019-07-08,25.1,21.2,502,31,1459,,,,,,,7.8,90,1907,3.3,70,1702,2,1718,70,12.6,32,1451,46.6,14.6
108,서울,2019-07-09,25,19.7,530,30,1326,,,,,,,8,50,2046,3.1,70,2313,1.8,1590,90,12.3,32,1256,46.4,14.3
108,서울,2019-07-10,22.7,19.3,2216,27.3,1147,10.83,.7,2019,2.7,2019,8.5,8.2,90,1734,3.3,70,1042,2,1770,70,14.9,41,1132,64.1,17.1
108,서울,2019-07-11,21.9,19.5,1,25.9,1320,10.92,.5,538,1.6,534,2.9,6.1,320,1609,2.8,340,1635,1.3,1117,50,17.4,58,1311,76.9,19.9
108,서울,2019-07-12,23.6,20,353,28.7,1524,,,,,,,8.7,200,1541,4.4,270,1616,2,1747,290,16.5,44,1445,65.5,18.7
108,서울,2019-07-13,24.9,22.1,522,29.7,1514,.33,0,,0,,0,7.3,180,1740,3.9,250,1734,1.7,1491,290,18.1,43,1514,67.3,20.7
108,서울,2019-07-14,25.9,21.2,455,31.6,1356,,,,,,,7.6,20,1552,3.8,290,1538,1.6,1393,290,18.1,38,1334,64.6,20.8
108,서울,2019-07-15,23.8,22.1,2001,27.4,1152,6.83,2.5,1644,4.3,1614,7.7,5.8,290,1354,3,250,1356,1.1,911,50,19.9,59,1104,80,23.3
108,서울,2019-07-16,24.7,21.4,402,28.8,1644,2,3.9,202,4.4,130,6.3,6.6,270,1906,3.4,290,1923,1.3,1152,50,20.5,52,1536,79,24.1
108,서울,2019-07-17,25.6,22.3,555,29.2,1546,.42,.6,1136,.7,1125,.7,5.6,270,1243,2.9,270,1637,1.2,994,270,20.4,54,1518,73.9,23.9
108,서울,2019-07-18,26.9,23.3,505,32.1,1515,,,,,,,5.5,290,1804,3.2,290,1811,1.2,1059,290,19.5,41,1514,65,22.6
108,서울,2019-07-19,28.6,22.8,546,35,1450,.25,0,,0,,0,8.5,180,1727,4.6,160,1736,1.5,1294,90,19.9,37,1432,61.3,23.2
108,서울,2019-07-20,28,25.1,846,31.9,1527,7.33,.3,812,.8,756,1.1,9.5,50,1313,3.6,70,815,2.1,1850,90,21,50,1531,66.9,25
108,서울,2019-07-21,25.1,24.2,546,27,3,12.33,.8,1333,1.6,1310,6.2,9.4,180,2225,4.4,230,1705,2.2,1929,230,22.7,74,1820,87.1,27.7
108,서울,2019-07-22,26.7,24.2,355,31,1709,1.25,.1,,.1,,.1,7.2,180,616,3.6,200,1625,2.2,1872,200,21.6,54,1704,74.6,25.7
108,서울,2019-07-23,28.1,24.4,158,32.9,1613,,,,,,,7.7,290,1330,3.6,250,1800,1.7,1433,230,22,48,1526,70.8,26.4
108,서울,2019-07-24,26.5,25.2,851,27.2,2,11.75,.2,,.6,747,1,6.1,180,305,3.4,180,1059,1.6,1366,200,23.1,75,1,82.3,28.2
108,서울,2019-07-25,26.3,25.6,552,27.4,1425,12.38,2.8,1821,5.1,1731,9.7,6.8,180,1811,3.4,160,921,1.2,1074,200,24.5,79,1,90.1,30.8
108,서울,2019-07-26,25.1,23.7,927,25.9,1,19,7.4,913,20.7,829,60,8.9,230,521,4.5,200,524,1.7,1488,200,24.2,91,1557,95.3,30.2
108,서울,2019-07-27,28.4,24.9,442,33.4,1523,3.5,.4,435,.6,349,.6,6.6,270,1637,3.9,270,1643,1.3,1088,140,23.5,48,1442,76.6,29
108,서울,2019-07-28,26.1,25,1128,28.2,1,15.42,7.1,806,11.3,804,25.6,9.9,180,1728,4.8,200,1729,2.2,1862,200,23.9,77,16,88.3,29.7
108,서울,2019-07-29,27.5,25.6,539,30,1552,.75,.4,43,.5,25,.5,9.3,250,1807,5,200,1701,2.6,2248,200,22.5,63,1718,74.5,27.2
108,서울,2019-07-30,28.1,26.3,721,30.8,1332,3.08,.8,1624,.8,1620,1.2,11.8,180,1229,5.9,200,1126,3.4,2945,200,23.2,64,1159,75.3,28.5
108,서울,2019-07-31,25.8,24,950,27.5,2,14.92,11.9,754,26.3,724,62.3,11.2,200,28,5.3,200,32,2.2,1892,200,24.2,79,16,91.1,30.1
108,서울,2019-08-01,26.3,23.5,906,30.1,1626,8.75,4.4,159,11.3,115,26.9,8.8,290,847,4.6,270,1505,1.7,1437,270,23.7,66,1137,86.4,29.3
108,서울,2019-08-02,28.4,24.7,432,33.1,1715,,,,,,,6.1,250,1927,3,270,1801,1.2,998,270,23.1,48,1455,74.6,28.3
108,서울,2019-08-03,29.4,25.6,536,36,1411,1.08,2.7,1547,3,1540,3,7.5,320,1717,4.5,320,1717,1.3,1086,50,22.7,39,1406,69,27.6
108,서울,2019-08-04,28.3,25,544,34.4,1442,1.67,3.5,1710,8.3,1650,8.6,6.5,200,1607,3.3,270,1554,1.2,1038,50,23.2,48,1443,75.9,28.6
108,서울,2019-08-05,30.5,25.6,528,35.9,1530,,,,,,,6.7,340,1658,3.2,340,1848,1.1,986,340,22.7,38,1339,65.5,27.6
108,서울,2019-08-06,31.6,27.9,539,36.8,1450,,,,,,,8.5,110,1856,2.8,110,1656,1.5,1287,70,19.8,31,1452,51.4,23.2
108,서울,2019-08-07,26.9,23.9,756,30.3,1801,10.42,.6,657,2.3,640,8,5.2,250,756,2.8,270,738,1.2,1008,290,22.6,51,1,78.1,27.4
108,서울,2019-08-08,28.9,25.9,602,32.7,1504,.25,0,,0,,0,7.9,270,1412,3.6,290,1431,1.6,1358,290,22.9,52,1347,71.4,27.9
108,서울,2019-08-09,29.8,26,601,34.6,1704,,,,,,,7.7,320,1724,4.1,320,1453,1.3,1147,290,23.2,46,1551,69,28.4
108,서울,2019-08-10,31.5,26.6,545,36.5,1450,,,,,,,8.2,160,1649,3.4,140,1653,1.5,1307,90,21.6,40,1623,57.9,25.9
108,서울,2019-08-11,30.4,26.3,600,35.7,1546,4.08,1.8,2356,5.7,2313,6.7,10.5,90,1155,4.1,110,1143,2.5,2143,90,19.4,34,1547,53.6,22.6
108,서울,2019-08-12,26.6,24.8,127,28.5,1638,17.92,4,2131,12.3,1,56.2,6.4,70,139,2.3,70,113,1.3,1114,70,25,79,452,91.8,31.8
108,서울,2019-08-13,29.2,25.1,658,35.3,1604,.25,6.4,2210,6.4,,6.4,9.5,250,2212,4.7,200,2215,1.5,1259,270,24.3,43,1555,76.9,30.4
108,서울,2019-08-14,30.4,25.9,549,35.7,1345,,,,,,,8.1,70,2209,3.1,160,1448,1.5,1333,70,22.2,42,1337,63.9,26.8
108,서울,2019-08-15,25.9,23.9,2334,28.6,1,9.75,2.3,1247,8.1,1237,16.2,6.7,50,529,2.7,270,1910,1.3,1109,50,22.3,61,202,82,27.1
108,서울,2019-08-16,25.9,23,526,29.5,1414,1.5,.1,,.1,,.1,11.5,290,1654,5,230,1457,2.2,1893,270,20.8,59,1813,74.5,24.6
108,서울,2019-08-17,25.9,23.4,2357,28.8,1539,.25,0,,0,,0,7.9,270,1518,4.6,270,1552,2.5,2199,270,19.6,45,1746,69.5,23
108,서울,2019-08-18,25.6,22.6,549,30.7,1558,,,,,,,5.9,290,1050,3.2,270,1032,1.7,1465,270,18.4,37,1402,66.5,21.2
108,서울,2019-08-19,26.3,21.2,552,31.3,1532,,,,,,,5.1,320,1655,2.7,340,1918,1.1,909,50,17.5,35,1631,60.6,20
108,서울,2019-08-20,28.2,23.2,555,32.8,1450,,,,,,,6.2,50,950,3.2,160,1716,1.5,1272,70,18.3,39,1443,56.3,21.1
108,서울,2019-08-21,27,24.4,633,30.4,1159,4.92,.3,2056,.5,1750,1.3,5.9,270,1437,3.2,340,1801,1.2,1062,50,20.1,49,1059,67.3,23.7
108,서울,2019-08-22,26.9,23,444,31.4,1355,,,,,,,7.9,290,1706,4.4,270,1806,1.7,1463,270,19.5,36,1353,66.5,22.7
108,서울,2019-08-23,26.2,22.7,628,30.5,1433,,,,,,,8.1,290,1754,4.4,270,1638,2.1,1847,270,16.8,28,1321,58.4,19.3
108,서울,2019-08-24,24.1,21.5,433,27.3,1504,,,,,,,6.5,290,1647,3.5,270,1646,1.5,1255,270,15.9,46,1843,60.9,18.2
108,서울,2019-08-25,25,20.2,543,29.9,1445,,,,,,,7.4,270,1604,4,290,1530,1.5,1295,50,17.9,43,1335,66.6,20.5
108,서울,2019-08-26,26.4,21.5,619,32.1,1537,,,,,,,6,180,1146,4,200,1406,1.2,1047,50,18.4,34,1557,63.8,21.2
108,서울,2019-08-27,25.7,22.2,622,29.3,1643,6.17,5.8,439,16.7,416,20,5.1,20,1128,2.5,270,2354,1,888,290,19.5,44,1646,71.1,22.9
108,서울,2019-08-28,26.1,23.6,621,30.2,1509,,,,,,,7.3,160,2024,4.3,180,1836,1.9,1622,270,18.9,37,1514,66.2,21.9
108,서울,2019-08-29,23.4,20.1,1113,26.4,1635,3.33,7.6,1037,29.4,1027,36.9,12.1,200,1039,7.5,200,1040,2.2,1902,160,19,54,1722,77.1,22
108,서울,2019-08-30,22.6,19.5,528,27,1427,2,.2,,.2,,.2,8.6,200,1620,5,200,1624,2.4,2060,200,15.6,42,1258,66.3,17.8
108,서울,2019-08-31,23.5,18.5,614,28.9,1617,,,,,,,7.5,270,1335,4.7,250,1340,1.9,1673,230,16.1,38,1625,65,18.3
108,서울,2019-09-01,23.7,19.2,602,27.8,1538,,,,,,,5.6,110,1200,2.9,90,1037,1.4,1193,340,15.9,37,1359,64,18.1
108,서울,2019-09-02,24.4,19.4,642,29.7,1432,,,,,,,6.4,270,1725,3.5,290,1707,1.6,1346,320,14.7,34,1358,56.6,16.7
108,서울,2019-09-03,24.1,22,632,28,1504,2.33,0,,0,,0,7.4,340,2219,3.8,360,2136,2.3,1986,360,17.5,50,1259,67.6,20
108,서울,2019-09-04,22.8,21.2,821,25.5,1609,11.58,2.3,1830,6.8,1801,22.7,7.8,340,1115,4.5,20,1137,2.5,2174,360,20.7,73,547,89,24.6
108,서울,2019-09-05,23,21.5,1700,27.6,1221,9.17,6,1431,18.4,1345,36.4,8.4,360,1731,5,360,1732,2,1752,360,21.3,66,1209,91.4,25.4
108,서울,2019-09-06,25.3,21.6,1,29.1,1358,7.08,1.8,2059,2.1,2051,2.4,6.5,340,1129,3.4,360,2359,2.1,1843,360,21.4,63,1348,79.8,25.6
108,서울,2019-09-07,25.7,22.6,2011,29.5,1152,17.92,.3,1231,.6,1458,2.8,28.3,140,1503,11.8,110,1511,6,5161,360,20.2,58,1035,72.9,23.7
108,서울,2019-09-08,24.7,22.9,632,27.3,1403,.58,0,,0,,0,8.8,160,7,4.8,140,12,1.9,1680,160,20.2,62,1025,76.9,23.6
108,서울,2019-09-09,25.1,22.4,605,28,1225,2.17,0,,0,,0,6.4,110,1301,3.6,90,1304,1.7,1510,340,20,55,1534,74.3,23.4
108,서울,2019-09-10,23.8,22.1,644,26.5,1235,19,6,2140,11,443,63.2,8.8,70,2305,4,70,2240,2.4,2056,360,22.5,73,1,93.4,27.3
108,서울,2019-09-11,24.3,20.4,621,28.7,1323,6.67,.9,203,2.6,14,7.6,9.4,20,2200,4.7,360,1928,3.1,2656,360,18.4,54,1304,71.4,21.3
108,서울,2019-09-12,21,18.7,2122,22.9,2,10.5,.4,1802,1.4,1740,3.9,8.8,20,625,4.8,360,56,2.6,2253,360,15.5,56,1049,72.3,17.7
108,서울,2019-09-13,23.3,18.3,453,29.3,1555,.83,.1,,.1,,.1,7.5,20,753,3.5,360,749,1.7,1503,360,14.6,34,1538,60.4,16.7
108,서울,2019-09-14,22.4,20.8,2353,24.1,1138,3,.3,1448,.3,1358,.3,5,140,1246,2.9,140,1254,1.2,1071,320,18.5,61,1108,80,21.5
108,서울,2019-09-15,24.2,19.5,638,30,1636,,,,,,,6.7,290,1818,4.1,270,1818,1.7,1503,340,18.1,40,1540,70.4,20.8
108,서울,2019-09-16,24.5,20.7,630,30.5,1608,,,,,,,8.3,320,1100,4.5,340,1107,2.1,1813,360,13.4,28,1410,53,15.6
108,서울,2019-09-17,23.5,18,611,29,1549,,,,,,,7.6,360,936,4.4,270,1803,2.1,1834,360,9.3,24,1411,41.6,11.7
108,서울,2019-09-18,21,16,2358,25.4,1328,,,,,,,8.6,200,1515,4.9,250,1422,3.1,2655,230,8.3,27,1623,46,11.3
108,서울,2019-09-19,19.5,13.6,445,26,1554,,,,,,,7.5,230,1503,4.3,250,1512,1.9,1638,270,7.5,32,1609,46.5,10.5
108,서울,2019-09-20,19.6,15.8,439,24.2,1341,,,,,,,6.5,320,1319,3.5,340,1246,2.1,1778,360,9.6,39,1336,52.8,12
108,서울,2019-09-21,19.6,18.3,530,22.1,1242,,,,,,,6.4,340,1357,3.7,90,1632,2,1722,360,11.6,48,1210,60.3,13.7
108,서울,2019-09-22,18.6,17.3,558,19.6,1117,6.33,.1,,.2,,.4,12.7,320,1827,6.4,340,1925,3.8,3246,360,11.4,54,2321,63.4,13.5
108,서울,2019-09-23,20,16.9,636,24.6,1655,,,,,,,8.6,320,52,5,320,136,2.2,1882,290,9.2,33,1308,51.1,11.7
108,서울,2019-09-24,19.8,13.9,625,26.5,1443,,,,,,,6.3,230,1328,3.5,230,1625,1.8,1586,230,11.4,31,1412,61.3,13.5
108,서울,2019-09-25,20.9,14.8,617,27.4,1433,,,,,,,4.7,320,1206,3,200,1817,1.4,1221,340,13.4,34,1425,64.4,15.5
108,서울,2019-09-26,22.9,17.7,618,29,1407,,,,,,,6,20,1446,3.3,340,1110,1.9,1599,340,13.7,31,1408,59.3,15.8
108,서울,2019-09-27,22.9,19.6,609,27,1421,,,,,,,5.1,360,1052,3.1,290,1716,1.9,1601,360,13.6,35,1324,57.5,15.6
108,서울,2019-09-28,23.7,19.4,656,29.2,1410,,,,,,,5.6,270,1455,3.3,250,1503,1.7,1466,230,14.7,35,1345,58.9,16.8
108,서울,2019-09-29,22.6,17.9,623,28.6,1502,,,,,,,7.6,200,1233,4,270,1317,1.7,1476,230,13.7,28,1621,60.6,15.8
108,서울,2019-09-30,22.4,16.4,631,29.9,1445,,,,,,,5.5,110,1248,3.4,200,1823,1.6,1351,230,13.6,29,1336,61,15.7
108,서울,2019-10-01,23.1,17.6,622,28.2,1536,,,,,,,6.9,140,1950,4.4,140,1953,1.8,1587,320,16.4,46,1123,67.1,18.7
108,서울,2019-10-02,21.6,20,2330,24.2,1112,14.17,1.9,359,4.6,330,23.1,9,20,2120,5.5,360,2124,3,2607,360,19.4,66,1107,88,22.5
108,서울,2019-10-03,22.4,19.8,452,27.3,1435,8.33,.5,23,2,11,4.6,9.6,340,29,4.9,290,1453,2.8,2423,340,17,45,1624,73.4,19.4
108,서울,2019-10-04,22.4,18,636,27.8,1442,,,,,,,7.1,180,1616,3.9,180,1653,2.1,1833,360,16.8,50,1537,71.5,19.1
108,서울,2019-10-05,18.7,14.7,2358,21.9,1439,3.13,.5,713,.5,702,.6,9.4,20,1948,4.6,360,1916,2.9,2483,360,13.5,59,1439,72.6,15.8
108,서울,2019-10-06,18.1,13.2,604,22.7,1444,,,,,,,8.5,360,826,4.8,360,842,2.9,2465,360,8.2,38,1321,53.4,11
108,서울,2019-10-07,14.8,13.3,2309,17.9,1,17.17,1.2,853,5.6,853,25.4,5.9,360,500,3.6,20,901,1.8,1598,360,13.4,58,24,92,15.4
108,서울,2019-10-08,14.7,10.6,2331,19.8,1442,,,,,,,9.1,250,1426,6.2,250,1156,2.6,2205,250,5.5,26,1345,58.8,9.5
108,서울,2019-10-09,13.6,7.7,704,20.4,1441,,,,,,,6.5,200,1200,3.8,200,1256,1.7,1431,230,2.2,23,1324,48.3,7.2
108,서울,2019-10-10,15.2,10.7,215,19.8,1508,,,,,,,5.3,250,2340,2.8,270,2329,1.3,1122,320,7.4,39,1321,60.9,10.4
108,서울,2019-10-11,18.8,13,659,26.1,1548,,,,,,,8.7,50,2015,4.9,360,2136,1.9,1664,360,10.2,30,1542,60,12.5
108,서울,2019-10-12,17.9,13.3,2346,23.3,1319,,,,,,,14.5,340,1132,6.7,360,1140,3.5,3006,360,6.7,34,1319,49.3,9.8
108,서울,2019-10-13,17.2,12.1,413,23.8,1517,,,,,,,7.4,360,813,4.1,360,950,1.9,1605,360,7,32,1450,52.6,10
108,서울,2019-10-14,14.4,9.5,2358,19.6,1410,,,,,,,9,270,827,5.1,270,835,2.5,2117,250,5.3,33,1606,56.9,9.2
108,서울,2019-10-15,14.5,8.8,155,20.4,1355,,,,,,,9,340,856,4.3,360,900,1.6,1413,360,5.4,38,1401,55.6,9.1
108,서울,2019-10-16,14.6,9,656,20.8,1450,,,,,,,6.4,200,1520,3.6,200,1525,1.6,1387,230,5.7,32,1427,58.3,9.2
108,서울,2019-10-17,15.4,11.2,600,21.6,1532,,,,,,,6.9,70,1652,3.5,70,1548,1.7,1494,360,6.1,31,1533,56,9.4
108,서울,2019-10-18,17,12,419,22.7,1336,,,,,,,8.3,20,1306,4.3,20,1312,2.4,2075,360,8.5,43,1302,58.3,11.2
108,서울,2019-10-19,17,12.1,710,23.1,1546,,,,,,,6.3,250,1418,3.7,230,1253,1.8,1513,230,9.5,38,1524,63.8,12
108,서울,2019-10-20,16.5,12,642,22.9,1438,,,,,,,5.6,230,1756,3,140,1314,1.3,1149,320,10.5,38,1538,70.3,12.7
108,서울,2019-10-21,17.1,10.9,637,24.6,1443,,,,,,,4.2,340,1353,2.4,320,1650,1,901,320,8.6,28,1443,61,11.3
108,서울,2019-10-22,18.1,13.3,700,24.4,1431,,,,,,,6.3,50,1141,3.3,70,1142,1.6,1403,70,8.8,35,1346,56.1,11.3
108,서울,2019-10-23,17,14.3,649,20.7,1414,,,,,,,7.6,50,2232,4.4,70,2233,2.4,2033,70,8.2,42,1332,57.3,10.9
108,서울,2019-10-24,18.3,15.3,217,23.8,1504,,,,,,,9.7,140,1302,5.1,70,1310,2.7,2301,70,6.7,33,1445,47.6,9.8
108,서울,2019-10-25,16.7,13.1,2357,22,1228,1.08,0,,0,,0,9.5,290,2226,5.6,270,2050,2.4,2107,70,7.9,34,1215,58,10.8
108,서울,2019-10-26,10,6.6,732,14.9,1327,,,,,,,9.4,250,437,5.2,320,157,2.5,2193,270,2.3,39,1312,60,7.2
108,서울,2019-10-27,11,4.7,729,17.4,1515,,,,,,,7.6,320,1303,4.2,290,1557,1.6,1404,290,2.7,34,1059,59,7.5
108,서울,2019-10-28,12.9,7.4,532,17.7,1236,2.87,.7,2124,1.1,2044,1.7,9.8,180,1831,4.7,230,1258,2.5,2201,200,6.1,39,1132,65.9,9.5
108,서울,2019-10-29,12.5,8.2,2400,17.6,1300,.92,.2,,.3,-2331,.1,8.8,250,1217,5.2,290,1501,2.3,2011,270,4.5,32,1530,61,8.6
108,서울,2019-10-30,11.2,5,706,17.7,1336,,,,,,,7,270,1143,3.8,270,1140,1.6,1350,270,3.3,37,1509,60.3,7.8
108,서울,2019-10-31,14.8,8.4,644,19.7,1430,,,,,,,10,180,1542,5.2,230,1324,2.3,2002,230,9.9,55,1211,73.8,12.5
108,서울,2019-11-01,14.9,11.4,2352,20.5,1413,,,,,,,6.3,290,1011,3.9,320,1028,1.8,1565,290,5.2,25,1503,57.9,9.4
108,서울,2019-11-02,13.6,8.3,626,18.7,1451,,,,,,,4.6,270,1549,2.9,290,2348,1.5,1298,290,5.1,45,1456,57.3,8.9
108,서울,2019-11-03,14.7,9.4,721,22.1,1455,,,,,,,8.6,50,1802,4.7,70,1757,2.1,1811,70,5.9,36,1452,57.8,9.3
108,서울,2019-11-04,13.8,9.2,650,20.3,1506,,,,,,,6,50,116,3.7,320,2010,2.1,1777,70,5.1,33,1454,57.8,8.8
108,서울,2019-11-05,12.4,8.4,653,18.4,1440,,,,,,,6.8,320,1108,3.8,320,1117,1.6,1367,20,5.6,35,1513,65.1,9.1
108,서울,2019-11-06,11,6.3,710,16.5,1422,,,,,,,7,320,1814,4.4,320,1814,1.8,1566,290,3.8,29,1422,63.6,8
108,서울,2019-11-07,9.2,5,2357,13.6,1320,,,,,,,8,320,1910,5.3,340,1910,2.7,2334,320,-4.1,19,1422,42.8,4.9
108,서울,2019-11-08,6.8,1.1,724,13,1443,,,,,,,7.3,320,53,4.4,320,1515,1.9,1624,290,-9.7,14,1233,31.4,3
108,서울,2019-11-09,9.5,3.5,657,17.2,1455,,,,,,,6.3,320,1424,4.2,320,1426,1.6,1367,290,-3.7,20,1347,41.4,4.9
108,서울,2019-11-10,10,6.2,419,15.3,1524,3.08,,,,,11.8,8.1,140,1607,3.8,180,1703,2.1,1818,70,1.7,31,1419,59.6,7.1
108,서울,2019-11-11,11.2,7.9,2359,15.1,1406,4.08,,,,,1.1,8.5,270,1347,4.8,270,1428,2.4,2108,290,5.9,47,1435,71.6,9.4
108,서울,2019-11-12,9.3,4.8,728,14.5,1419,,,,,,,4.5,360,1555,2.7,340,1556,1.4,1179,20,2.3,38,1415,63.6,7.2
108,서울,2019-11-13,7.2,3,2357,11.3,1343,5.83,,,,,7.5,11,340,1614,6,230,1532,2.8,2426,50,2.4,51,2355,72.3,7.6
108,서울,2019-11-14,1.3,-2.5,739,5,1521,,,,,,,11.8,320,131,5.8,290,204,2.9,2469,290,-14.4,21,551,30.6,2.1
108,서울,2019-11-15,5.6,1.4,1,7.6,1515,12.33,,,,,18.8,6.2,140,406,3.5,20,559,2,1693,70,3.3,39,17,87.4,8.1
108,서울,2019-11-16,6.8,3.8,553,12.7,1557,,,,,,,5.2,70,1012,3,70,1015,1.6,1354,50,3.5,46,1529,81.3,7.9
108,서울,2019-11-17,8.3,5.6,4,10.5,2400,13.58,,,,,21.1,10.5,90,1639,6.4,70,1553,3.1,2714,70,4.6,55,918,79.4,8.7
108,서울,2019-11-18,4.6,.4,2103,12.7,120,6.25,,,,,14.7,12.1,340,532,7,270,418,3.9,3386,270,-2.9,30,1238,59.8,5.4
108,서울,2019-11-19,.2,-3.5,729,4,1416,.5,,,,,0,10.3,290,1334,5.8,320,1425,2.8,2446,290,-9.7,31,933,48,3
108,서울,2019-11-20,.5,-4.6,722,6.3,1514,,,,,,,6.5,320,1254,4.6,290,1336,1.8,1519,290,-13.7,18,1447,35.5,2.2
108,서울,2019-11-21,4.2,-2.3,649,9,1336,,,,,,,7.1,70,2350,4.2,70,2355,1.9,1673,50,-9.3,26,1259,37.4,3.1
108,서울,2019-11-22,9.7,3,714,17.3,1538,,,,,,,7.3,90,24,4.8,70,28,2.1,1842,70,-6,16,1351,34.1,4
108,서울,2019-11-23,12.1,7.7,254,17.7,1503,,,,,,,5.8,70,1026,3.6,70,1027,1.8,1519,70,2.4,39,1450,52,7.3
108,서울,2019-11-24,9.8,4.6,2354,15.6,1220,7.58,,,,,3.8,10,320,2343,6,320,1641,2.2,1861,50,5.3,49,1053,74.6,9.1
108,서울,2019-11-25,1.9,-1.2,733,6,1541,,,,,,,9.9,340,303,5.9,320,708,2.7,2316,290,-4.7,48,1241,62.1,4.4
108,서울,2019-11-26,6.6,1.2,241,13.7,1303,,,,,,,6.7,270,1644,4.5,320,2343,2,1742,290,0,42,1439,64,6.1
108,서울,2019-11-27,3.1,.3,2355,6.8,1423,,,,,,,7.2,290,1252,4.6,290,1055,2.7,2318,320,-6.5,33,1427,50.8,3.8
108,서울,2019-11-28,3.5,-.6,245,10.4,1330,,,,,,,7.8,320,1742,4.3,340,1901,2,1698,290,-5.5,35,1152,52.4,4.1
108,서울,2019-11-29,1.5,-3.4,745,6.9,1556,,,,,,,6.2,320,1445,4,290,1346,2,1769,290,-10.4,21,1409,42.8,2.8
108,서울,2019-11-30,4.1,-1.4,552,9.3,1301,,,,,,,6.3,320,1709,3.4,90,848,1.7,1498,70,-7.7,22,1409,42.6,3.4
